type,posts
INFJ,"['INFJ', 'INFJ', 'ISFP', 'ENFP', 'ENFP', 'INTJ', 'ENTP', 'ENFP', 'INFJ', 'ENFP', 'ENFP', 'ISTP', 'ISFJ', 'ISFJ', 'INTP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'ENTP', 'ISTP', 'INTJ', 'INFJ', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'INTP', 'INFJ', 'INTP', 'INTP', 'INTJ', 'ENTP', 'INFP', 'INFJ', 'INFP', 'ENFP', 'ENFP', 'ENFJ', 'INTP', 'INFJ', 'ISTP', 'INTP', 'INFJ', 'ISTP', 'INTP', 'ENFP']"
INFP,"['INFP', 'ENFP', 'INTP', 'INTP', 'INTP', 'INTP', 'INFP', 'ENFP', 'ENTP', 'INFJ', 'INTP', 'INFP', 'ENFP', 'INFJ', 'INFP', 'ENFP', 'INFP', 'INFP', 'INTJ', 'INFJ', 'INFJ', 'INTP', 'ISTP', 'INTP', 'INFP', 'INFP', 'INFJ', 'ISTP', 'INTP', 'INFP', 'INTP', 'INFP', 'INFP', 'INFJ', 'INFP', 'ENFP', 'ENFP', 'INFP', 'INTP', 'INFP', 'INTP', 'INTP', 'INFP', 'INFJ', 'INTJ', 'ENFP', 'ENFP', 'ISFP', 'INTP', 'INFP', 'INFP', 'INTP', 'INTP']"
INTJ,"['INTJ', 'INFJ', 'ENTP', 'ENTP', 'INTJ', 'INTP', 'INTP', 'INTJ', 'ISTJ', 'ISFJ', 'INFJ', 'INTJ', 'INTP', 'INTP', 'ENFP', 'INTJ', 'INFJ', 'INTP', 'INTJ', 'INTP', 'INFP', 'ENFP', 'ISFJ', 'INTJ', 'INTJ', 'INFJ', 'ENFP', 'INFJ', 'INTP', 'INFJ', 'INTP', 'INFJ', 'INTJ', 'ISTP', 'INFJ', 'INFJ', 'INTP', 'INFJ', 'ENFP', 'INTP', 'ISTP', 'INFP', 'INFJ', 'INTP', 'ENFP']"
INTJ,"['INTJ', 'INFP', 'INTP', 'INTJ', 'ENFP', 'ENTP', 'INFP', 'INFJ', 'INTJ', 'INFP', 'ISTJ', 'ENFP', 'INFJ', 'INFP', 'INTP', 'INTP', 'INFJ', 'ENFP', 'INTP', 'INTJ', 'ENFP', 'INTP', 'ENFP', 'ISTP', 'ISTP', 'INTJ', 'INTP', 'ISTP', 'ENFP', 'ISTP', 'ENFP', 'INFJ', 'ENFP', 'INTP', 'INFP', 'ISTP', 'INTJ', 'ISTP', 'INTJ', 'INTP', 'ENFP', 'INFP', 'INFJ', 'ENFP', 'ISTJ', 'ISTP', 'INFP', 'INFJ', 'ENFP']"
INTP,"['INTP', 'ISTP', 'INFP', 'INTP', 'INTP', 'INTP', 'INTP', 'ENTP', 'INTP', 'INTP', 'INFP', 'INFJ', 'ENFP', 'ISTP', 'INTP', 'INFP', 'INTP', 'INFP', 'INTP', 'INFP', 'INFP', 'INTJ', 'INTP', 'INFP', 'INFP', 'INFP', 'INFJ', 'INFP', 'INTP', 'ENFP', 'INTP', 'INFJ', 'INTP', 'INFP', 'INFP', 'ENFP', 'INTP', 'INFP', 'INTP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INTP']"
INTJ,"['INTJ', 'INTJ', 'ENTP', 'INTP', 'INFP', 'INTP', 'INTJ', 'INFP', 'INFJ', 'INTP', 'INFJ', 'INFP', 'ENFP', 'INFJ', 'INTJ', 'INFP', 'INTP', 'INFJ', 'INFJ', 'INFP', 'ENFP', 'ENFP', 'INFP', 'ENTP', 'ENTP', 'INTP', 'INTJ', 'INTP', 'ENFP', 'INTP', 'INTP', 'INFP', 'ENFP', 'INFJ', 'ENFP', 'ENTP', 'INTP', 'INTP', 'INFJ', 'INTP', 'ENFP']"
INTJ,"['INFP', 'INFJ', 'INTJ', 'INFJ', 'INTP', 'ISFP', 'ENFP', 'INFP', 'INTP', 'INTP', 'INTJ', 'ENTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTJ', 'ENFP', 'INFJ', 'INTP', 'INTJ', 'INTP', 'INTP', 'INFP', 'INTP', 'INFP', 'INFJ', 'INFP', 'ISFJ', 'INTP', 'ENFP', 'ENTP', 'ENTP', 'ENTP', 'ENFP', 'ENTP', 'INFP', 'ISTP', 'INTP', 'INTP', 'ISFJ', 'ISTP', 'INTJ', 'ENTP', 'ENFP']"
INFP,"['INFP', 'ISTP', 'ISTP', 'INFP', 'INFJ', 'INFP', 'INFP', 'INTP', 'INFP', 'INTP', 'INFP', 'INFP', 'INTJ', 'INFP', 'ENFP', 'INFP', 'ENFP', 'INFJ', 'ENFP', 'INTP', 'ISTP', 'ISTP', 'INTP', 'INFP', 'INFP', 'INFJ', 'INTP', 'ENFP', 'INFP', 'INFJ', 'ENFP', 'INFP', 'INFP', 'INFP', 'INFJ', 'INFP', 'ISTP', 'ENFP', 'INFP', 'ENFP', 'INFP', 'INTP', 'INFP', 'INFP', 'INFP', 'ENTP', 'ISTP', 'ENFP', 'ENFP', 'ENFP']"
INTJ,"['INFJ', 'INFJ', 'INTP', 'INTP', 'INTP', 'INFP', 'INTJ', 'INFJ', 'INFP', 'INTP', 'INFJ', 'INFP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INFP', 'INTJ', 'INFP', 'INFJ', 'INFJ', 'INTP', 'ENTP', 'INTP', 'INTJ', 'INTP', 'INFJ', 'INFJ', 'INTJ', 'INTJ', 'INTP', 'INFP', 'INTP', 'INFP', 'INTP', 'INTJ', 'INFP', 'INTP', 'INFP', 'ENFP', 'ENTP', 'ENTP', 'ISTP', 'INFJ', 'INTP', 'INFJ', 'ISTP', 'INFJ', 'INFP', 'INFP']"
ENTP,"['INTJ', 'INTP', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'ISFJ', 'INTP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFJ', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'INTP', 'ISFJ', 'INFP', 'ENFP', 'INFJ', 'INFP', 'INFJ', 'INFP', 'INFP', 'ENFP', 'ENFP', 'INTP', 'INFP', 'INTP', 'INTJ', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'INTP', 'INTP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'ENTP']"
INTP,"['INTJ', 'INTP', 'INTJ', 'INTP', 'INTP', 'INTP', 'INTJ', 'INFP', 'INTP', 'INTP', 'ENFP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INFP', 'ISTP', 'ENFP', 'INTJ', 'INTP', 'INTP', 'ENTP', 'INTP', 'INTJ', 'INFP', 'INFP', 'INTJ', 'INTP', 'INTJ', 'ENTP', 'INFP', 'INTJ', 'INTJ', 'INFJ', 'INFP', 'INTP', 'ISTP', 'INTP', 'INFJ', 'ENTP', 'INTJ', 'ENFP', 'INTP', 'INFJ', 'INTJ']"
INFJ,"['INTJ', 'INTJ', 'INFJ', 'ISTP', 'ISTP', 'ENFP', 'INFJ', 'INFP', 'INFJ', 'INFJ', 'ENTJ', 'INFP', 'ISTP', 'INFP', 'ISFP', 'ENFP', 'INTJ', 'ISFJ', 'ISTP', 'ENFP', 'INFJ', 'INTP', 'INTP', 'ISTP', 'INFP', 'INFJ', 'INFJ', 'INFJ', 'INFP', 'ENFP', 'ISTP', 'INFP', 'ISTP', 'ISFJ', 'INTP', 'ENFP', 'INTJ', 'ENFP', 'INFJ', 'ISTP', 'ISTP', 'INFJ', 'ISTP', 'ISTP', 'ENFP', 'ENFJ', 'INTJ', 'ISTP']"
INFP,"['ENFP', 'INTP', 'INFP', 'INFP', 'INFP', 'INTP', 'ISTP', 'ENFP', 'ENFP', 'INFP', 'ISFJ', 'INTP', 'INFP', 'ENFP', 'INFP', 'INTP', 'INFP', 'INFP', 'INTP', 'INFJ', 'ISTP', 'INTJ', 'ENFP', 'INTJ', 'INFJ', 'ENFP', 'INTP', 'INFP', 'INTP', 'ENFP', 'ENTP', 'INFP', 'ENFP', 'ISTP', 'INTP', 'INFJ', 'INFJ', 'ENFP', 'INFP', 'INTJ', 'ENFP', 'INFJ', 'INTJ', 'INFP', 'ENFP', 'ENFP', 'ENTP']"
INTJ,"['INFP', 'INTJ', 'INFP', 'INTJ', 'INTP', 'ISTP', 'INFP', 'INFP', 'INFP', 'INTP', 'INTP', 'INFP', 'ENFP', 'INTP', 'INTP', 'ENFP', 'INTJ', 'INTP', 'ENFP', 'ENFP', 'INTP', 'ENTP', 'INTP', 'INTP', 'INTJ', 'INTP', 'ENTP', 'INFP', 'INFP', 'INTP', 'INFJ', 'INTP', 'INTP', 'ENTP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INTP']"
INTJ,"['INTP', 'ISTP', 'ISTP', 'INTJ', 'INTJ', 'INTP', 'INFJ', 'INFJ', 'INTP', 'INTP', 'INTJ', 'ISFP', 'INFP', 'INFJ', 'INFP', 'INTP', 'INTJ', 'INTP', 'INFJ', 'INTP', 'ENTP', 'ENFP', 'INTP', 'INFJ', 'INFP', 'INTP', 'INTP', 'INFP', 'ENTJ', 'ENFP', 'INTP', 'ENFP', 'INTP', 'INTJ', 'INTJ', 'INTP', 'INTP', 'ISTP', 'ISFP', 'ENFP', 'INTJ', 'INTP', 'INTJ', 'INTP', 'INTP', 'INTP', 'INTP', 'ISTP', 'ENTP']"
INTP,"['ENFP', 'INFP', 'INTP', 'INFJ', 'INFJ', 'ISTP', 'INFP', 'INFP', 'INFP', 'INTP', 'ISTJ', 'INTJ', 'INFP', 'INTP', 'INFP', 'INFP', 'INFJ', 'INFJ', 'INFP', 'INFJ', 'INTP', 'INFP', 'INTP', 'INTP', 'INTP', 'ISFJ', 'ENFP', 'INTP', 'INTJ', 'ISFP', 'INFJ', 'INTJ']"
INTP,"['INFJ', 'INTJ', 'INTP', 'INTP', 'INTP', 'ISTP', 'INFJ', 'INTJ', 'INFP', 'INFP', 'INFP', 'INTJ', 'INTJ', 'INTP', 'ISTP', 'INTJ', 'INTP', 'ENFP', 'ENTP', 'ISTP', 'INTP', 'INFP', 'INTP', 'INTP', 'INFP', 'INTJ', 'INTJ', 'INTJ', 'INTJ', 'ISTP', 'INTP', 'INFJ', 'ENTP', 'ENFP', 'INTP', 'INFP', 'ENFP', 'INFP', 'INTP', 'INFP', 'INFP', 'INTP', 'ENFP', 'INTJ', 'INFP', 'ENFP', 'INTP', 'ENFP']"
ENFJ,"['INTP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'INFJ', 'ENFP', 'ENFP', 'INFP', 'ENTP', 'INTJ', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'INTP', 'ISTP', 'INTJ', 'INFP', 'INTP', 'INFJ', 'ENFJ', 'INTJ', 'ENFP', 'INFJ', 'INFJ', 'INTP', 'ENFP', 'INFJ', 'ENFP', 'INTP', 'INTP', 'INTP', 'ISTP', 'INFP', 'INTJ', 'INTP', 'ENFP', 'ENFP', 'ENTP', 'INTJ', 'INTP', 'ISTP', 'ENTP', 'ENTP', 'INFP', 'ENFP', 'INFJ', 'INFJ', 'ENFP']"
INTP,"['INTP', 'ENFP', 'ENFP', 'INTJ', 'ENTP', 'ISTP', 'INFJ', 'ENFP', 'ENTP', 'INTP', 'ENFP', 'INTJ', 'ENFP', 'ENFP', 'INTP', 'INTP', 'ENFP', 'ISTP', 'INTP', 'INFJ', 'ENFP', 'ENFP', 'INTJ', 'INFP', 'INFP', 'ISTJ', 'ENTP', 'ISFJ', 'INTP', 'ENTP', 'ENFP', 'ENTP', 'ENFP', 'INTJ', 'ENFP', 'ENFP', 'INTP', 'ISTP', 'INTP', 'ENFP', 'ENTP', 'ENFP', 'ISTP', 'INTP', 'INFP', 'INTP', 'ENFP', 'ENTP']"
INTP,"['ENFP', 'ENTP', 'INTP', 'INFP', 'ISTP', 'ISTP', 'INTP', 'ISTP', 'INTP', 'INFJ', 'ENFP', 'INFP', 'INTP', 'INTP', 'INTP', 'INTJ', 'INTP', 'INTP', 'INTP', 'ENFP', 'INFP', 'INTP', 'ENTP', 'ENFP', 'INTP', 'INTP', 'ENTJ', 'ISTP', 'INTJ', 'ENFP', 'INTP', 'INFP', 'INTP', 'INTJ', 'INTJ', 'ENFP', 'INTJ', 'INTP', 'ISTP', 'INTP', 'INTP', 'ENFP', 'ENTP', 'INFP', 'ENTP', 'ENFP', 'INTJ', 'INTP', 'ISTP']"
ENTP,"['INTP', 'ENFP', 'INFP', 'ISTP', 'INTP', 'INTJ', 'ENTP', 'INTP', 'INTP', 'ENFP', 'INTP', 'INTJ', 'ISTP', 'ENTP', 'INFJ', 'ENTP', 'INTP', 'ENFP', 'INTP', 'INTJ', 'ENFP', 'ENTP', 'INTP', 'ENTP', 'ISTJ', 'INTJ', 'INTP', 'INTJ', 'INTJ', 'ENTP', 'ISTP', 'ISTP', 'ENTP', 'ENTP', 'INFJ', 'INFJ', 'INTP', 'ENTP', 'ENFP', 'INTP', 'ISTP', 'ISTP', 'ENFP', 'ENFP', 'ISTP', 'ENTP']"
INTP,"['INFP', 'INFP', 'INTP', 'INFJ', 'ISTP', 'INFJ', 'INFP', 'ISTP', 'INTP', 'ISTP', 'INTP', 'ISTJ', 'INTP', 'ENFP', 'INFP', 'INFP', 'ENTJ', 'ENTP', 'INTP', 'INFP', 'INFP', 'ENFP', 'INTJ', 'INFJ', 'INTP', 'ISTP', 'INTP', 'INTP', 'INFP', 'INTP', 'ENFP', 'INTJ', 'INFP', 'INFJ', 'INTJ', 'INTP', 'INTJ']"
ISTJ,"['ISTJ', 'ENFP', 'ISTP', 'ENFP', 'INFJ', 'INTP', 'INTP', 'INTP', 'ISTP', 'ENFP', 'INTP', 'INTP', 'INTJ', 'INFP', 'ENFP', 'INTP', 'ENTP', 'INFP', 'INFJ', 'ISFP', 'ENFP', 'INTP', 'ENFP', 'INTP', 'INFJ', 'INFP', 'INFP', 'ISTJ', 'INFJ', 'INFP', 'ISTP', 'INFJ', 'ENFP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INTJ', 'INFP', 'INTP', 'ISTP', 'INFP', 'ENTJ', 'ISFJ', 'INTJ', 'ENTP']"
INTJ,"['INFJ', 'INTP', 'INFJ', 'ISTP', 'ISFJ', 'INFJ', 'ISTP', 'ISFP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'ENTP', 'ISFP', 'ISFP', 'ENTP', 'ISFP', 'ENFP', 'ENFP', 'INTP', 'ISTP', 'INFP', 'ENFP', 'ENFP', 'ENTJ', 'ENFP', 'ISTP', 'ENFP', 'ENFP', 'INTP', 'ENFJ', 'INFJ', 'INTJ', 'ENFP', 'INTP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'ENFP']"
ISFP,"['ENFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INTP', 'INFP', 'ENFP', 'ENFP', 'ENTP', 'INFP', 'INFJ', 'INFP', 'ENFP', 'INFJ', 'ENTP', 'ENFP', 'INFP', 'ISTP', 'INFP', 'INFP', 'INFJ', 'INFP', 'INFP', 'ENFP', 'INFP', 'ENTP', 'INFP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'ISTP', 'INFP', 'ENFP', 'INTP', 'INFP', 'ENFP', 'INTP', 'INFP', 'INTP', 'INTP', 'INFJ', 'INFP', 'INFP', 'INTP', 'INTJ', 'ENFP']"
INTP,"['INTP', 'ENTP', 'INFJ', 'ISTP', 'INTP', 'INTJ', 'INFP', 'ENTP', 'INTJ', 'INTP', 'INTP', 'INTP', 'INTP', 'ISTP', 'INFP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'ENFP', 'INFP', 'INFP', 'INTP', 'INTJ', 'ENTP', 'INFJ', 'INTJ', 'INTP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INFP', 'INTP', 'INTP', 'INTP', 'INTP', 'ISTJ', 'ENFP', 'INFP', 'ENFP', 'INFP', 'INTP', 'INTP']"
INFJ,"['INFP', 'INFJ', 'ENFP', 'INFP', 'INFP', 'INTP', 'INFJ', 'INFJ', 'INFJ', 'INFJ', 'INFP', 'INFP', 'ENFP', 'INTP', 'INTJ', 'INFP', 'INTJ', 'INFJ', 'INFP', 'INFJ', 'INFJ', 'ISTP', 'INTP', 'INTJ', 'INTP', 'ENFP', 'INFJ', 'INTJ', 'ISTP', 'INFP', 'INFJ', 'INFJ', 'INTJ', 'INFJ', 'INTJ', 'INFJ', 'INFP', 'INTP', 'INFP', 'INFJ', 'INTP', 'INTJ', 'INFJ', 'ISTP', 'INFP', 'INFP', 'INFJ']"
INFP,"['INFP', 'INFP', 'INFP', 'INFP', 'INFJ', 'INTP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFJ', 'ENTP', 'INFP', 'INTP', 'ISFP', 'ENFP', 'ENFP', 'INFP', 'INFJ', 'ENFP', 'INTJ', 'ENFP', 'INTP', 'INFP', 'INFP', 'ISFJ', 'INFJ', 'INTP', 'ENFP', 'INTP', 'INTP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFJ', 'ENFP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'ENFP', 'INFP']"
ISFJ,"['ENTP', 'INTJ', 'ISTP', 'INTP', 'INTJ', 'INTJ', 'INTJ', 'INTJ', 'INTP', 'INTP', 'ISTP', 'INFP', 'INFP', 'INTP', 'INTP', 'INFJ', 'ISTJ', 'ENFP', 'INTP', 'INFP', 'INTJ', 'INTJ', 'INTJ', 'ISTP', 'INFP', 'ENTP', 'INTJ', 'ISTP', 'INTP', 'INFP', 'INFP', 'INTJ', 'INFJ', 'ISFJ', 'INFP', 'INTJ', 'INTP', 'ENTP', 'INFJ', 'ENFP', 'INFP', 'INTP', 'ENFP', 'INTP', 'ENFP', 'INFJ', 'INFP', 'INFJ']"
INTJ,"['ISTP', 'ISTP', 'INTP', 'ISTP', 'INTP', 'INTJ', 'INFP', 'ENFP', 'INTJ', 'INFJ', 'INFJ', 'ISTP', 'INTJ', 'INTJ', 'INFP', 'ENFP', 'INTJ', 'ENFP', 'INTP', 'INTP', 'ENFP', 'ISTP', 'INTP', 'INFP', 'INFJ', 'INFP', 'INTJ', 'INFJ', 'ENFP', 'INTP', 'INTP', 'ISTP', 'ENTP', 'INFP', 'INTP', 'INTJ', 'INTP', 'ISTP', 'INFP', 'ENTJ', 'INTP', 'INFP', 'INFP', 'ENFP', 'ENTP', 'INTP', 'INTJ']"
INFJ,"['ENFP', 'INFP', 'INFJ', 'ENFP', 'INFJ', 'INFJ', 'INTP', 'ENFP', 'INFP', 'INFP', 'INFJ', 'INFP', 'INTJ', 'INFP', 'INTP', 'INTP', 'ISTP', 'INFP', 'INTP', 'ENFP', 'INFJ', 'INFP', 'INTJ', 'INFP', 'INTP', 'INFJ', 'INTP', 'INFJ', 'INFP', 'INFJ', 'INFJ', 'INFP', 'INFP', 'INFP', 'INTP', 'INFP', 'ISTP', 'INFJ', 'INFP', 'ENTP', 'INTP', 'INFP', 'INFP']"
ENFP,"['ENFP', 'ENFP', 'INTP', 'ISFJ', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'INFJ', 'INFP', 'INTJ', 'ENFP', 'ISTP', 'ISTP', 'INFP', 'ISTP', 'ISTP', 'INTJ', 'ENFP', 'INTP', 'ISTP', 'ENFP', 'ENFP', 'INTJ', 'INTJ']"
ENTJ,"['INFJ', 'INFJ', 'INFP', 'ENFP', 'ENTP', 'INTP', 'INTP', 'INFJ', 'INFJ', 'INFJ', 'ISTP', 'INFJ', 'ENFP', 'ENFP', 'ENFP', 'INFJ', 'ISTP', 'INFP', 'ENFP', 'INTP', 'ENTP', 'ENTJ', 'INTJ', 'ISTJ', 'INFJ', 'ENTP', 'ENFP', 'ISTP', 'INTJ', 'INFJ', 'INFP', 'INTJ', 'INFP', 'ENFP', 'INFP', 'INFJ', 'INFJ', 'INTP', 'ENFP', 'ENTP', 'ENFP', 'INTP', 'ENTP', 'INTJ', 'ISTP', 'INTP', 'INFJ']"
ISFP,"['ISTP', 'INTP', 'INTP', 'ISTP', 'INFP', 'INFP', 'INFJ', 'ISTP', 'ENFP', 'ISFP', 'INFP', 'INFP', 'ENFP', 'ISTP', 'ISTP', 'INFP', 'ENFP', 'ISTJ', 'ENTP', 'INTJ', 'INFP', 'INTJ', 'ISTP', 'ISTP', 'INFP', 'ENFP', 'ENTP', 'ENTP', 'ISTP', 'INFP', 'INTJ', 'ISTP', 'INFJ', 'ENTP', 'ISTP', 'ENFP', 'INFJ', 'ISTP', 'ISTP', 'ISTP', 'ISTP', 'INTP']"
INFJ,"['INFJ', 'INTP', 'INFP', 'INTP', 'ISFP', 'ENTP', 'INTP', 'ISTP', 'INTP', 'INTP', 'INTJ', 'ISTP', 'INFP', 'ENTP', 'INFP', 'INFP', 'INFP', 'INFJ', 'ENTP', 'INTJ', 'INFP', 'INTP', 'INFP', 'INTP', 'INTP', 'ENFP', 'ENFP', 'INTJ', 'ENFP', 'ENTP', 'INFP', 'INFP', 'INFP', 'ISFP', 'ENFP', 'ENFP', 'ISTP', 'INFP', 'INFP', 'ISTP', 'INTP', 'INFP', 'ENFP', 'INTP', 'ENTP', 'INTP']"
INFP,"['INFJ', 'INTJ', 'INFP', 'ENFP', 'ENFP', 'ISFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INTP', 'INFJ', 'ENFP', 'INFJ', 'INFP', 'INFJ', 'ISFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INTP', 'ENTP', 'ENFP', 'INFP', 'INTP', 'INFP', 'ENFP', 'INTP', 'INTP', 'INTP', 'ENFP', 'INFP', 'INTP', 'INTP', 'INFP', 'INFP', 'INFP', 'INTP', 'INFP', 'INTP', 'ISFP', 'INTP', 'INFJ', 'INTP', 'INTP']"
ENFJ,"['INTJ', 'INFJ', 'INFJ', 'INFJ', 'INFJ', 'ENFP', 'INFJ', 'ISTP', 'INFJ', 'INFJ', 'INFJ', 'INFJ', 'ENFP', 'INFJ', 'ENTP', 'ISTP', 'INFP', 'INFP', 'INTJ', 'ENFP', 'ISTP', 'INTP', 'ISTP', 'INFJ', 'INTP', 'INTP', 'INTJ', 'ENFP', 'ENFP', 'INFJ', 'ISTP', 'ISFJ', 'ENFJ', 'INFP', 'ENFP', 'INFJ', 'INFJ', 'INFJ', 'INFJ', 'INFJ', 'INFJ', 'ISTP', 'INFP', 'INFJ', 'INFP', 'ENFP', 'INFJ', 'INTJ']"
ISTJ,"['ENFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INTP', 'ENTP', 'INTJ', 'INTP', 'INFP', 'INTP', 'ENFP', 'INTP', 'INTP', 'INFP', 'ENFP', 'INTP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INFJ', 'INTP', 'ISTP', 'INFJ', 'INFJ', 'INTP', 'INTP', 'INFJ', 'INTP', 'ENFP', 'ENTP', 'ISTP', 'INTP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'ISFJ', 'INFP', 'INTP', 'ENFP', 'ENTP', 'INFP', 'INTJ', 'INFP', 'ENTP']"
ENTP,"['INFP', 'ENTJ', 'INTP', 'INTJ', 'INTJ', 'INFP', 'INTP', 'INTP', 'INTJ', 'INFJ', 'ENFP', 'ENTP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INTP', 'INTJ', 'INTP', 'INFJ', 'ISTP', 'INFJ', 'ENTP', 'ISTP', 'ENTJ', 'ISTP', 'INTJ', 'ENFP', 'INTP', 'INFP', 'INFP', 'ENFP', 'ENTP', 'INTJ', 'INFP', 'INFP', 'ENTP', 'INFJ', 'INTP', 'INTP', 'ENFP', 'INTP', 'ENFP', 'ENTP', 'ENTP', 'INTP', 'INTP', 'INTP']"
ISTJ,"['ENFP', 'INTP', 'INFJ', 'INTP', 'INFP', 'INTP', 'INTP', 'INTP', 'ENFP', 'ENFP', 'INFP', 'INFJ', 'INFJ', 'INFJ', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'INTP', 'INTJ', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INTP', 'INTP', 'INTJ', 'INTJ', 'INFP', 'ENFP', 'INTP', 'ISTP', 'ENFP', 'INFP', 'ENFP']"
INTP,"['INTP', 'INTP', 'INFP', 'INTP', 'INFP', 'INTJ', 'INTJ', 'INTP', 'INTP', 'INTJ', 'ISTP', 'INFP', 'INTP', 'INFJ', 'INFP', 'INFJ', 'ENFP', 'INFP', 'INTJ', 'ENTP', 'ENFP', 'INFP', 'INFP', 'INTP', 'INFJ', 'INFJ', 'INFJ', 'INTJ', 'ISTP', 'ENFP', 'INTP', 'INFJ', 'INFJ', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INTJ', 'ISTP', 'INFJ', 'ENFP', 'ENFP', 'INTP', 'ENFP', 'INFP', 'ISTP', 'INFP']"
INTJ,"['INTJ', 'INFP', 'ISFP', 'INFP', 'INTP', 'ENFP', 'ENTP', 'ISTP', 'INFP', 'INTP', 'INTP', 'INFP', 'INFJ', 'INFP', 'INTP', 'INTP', 'INTP', 'ISTJ', 'INFJ', 'INTP', 'INTP', 'ENTP', 'ISTP', 'ISTP', 'INFP', 'INTP', 'INFP', 'INTJ', 'INTP', 'ISTP', 'INFP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTJ', 'ENFP', 'INFP', 'ISTP', 'INFP', 'INTP', 'ISTP', 'INTP', 'ENFP', 'INTJ', 'ENFP', 'INTP', 'INFP', 'INTJ']"
ISFP,"['INTP', 'ISTJ', 'INTP', 'INTP', 'INFJ', 'INTJ', 'ENFP', 'INTP', 'ENFP', 'INFP', 'INTP', 'INFJ', 'ISTP', 'ENFP', 'ISTP', 'INTP', 'ISTP', 'ISTJ', 'ENFP', 'INTJ', 'INTP', 'ISTP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'ISFJ', 'ENFP', 'ENFP', 'INTJ', 'INFJ', 'ENTP', 'ENFP', 'ENFP', 'INTP', 'INFJ', 'ENTP', 'INFJ', 'INTP', 'ENFP', 'ENTP', 'ISTP', 'ENFP']"
INFP,"['ENTP', 'INFP', 'INFP', 'INTP', 'INTP', 'INTJ', 'INFP', 'INFP', 'INFP', 'INTJ', 'INTP', 'ENFP', 'INFP', 'ENFP', 'INTP', 'INTJ', 'INTJ', 'ISTP', 'ISFJ', 'INFP', 'ENTP', 'INFJ', 'ISFJ', 'INFP', 'INFP', 'INFJ', 'INTP', 'INFP', 'INFP', 'INFP', 'INTP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INTP', 'INFJ', 'INFJ', 'INFP', 'INFP', 'INFP', 'INTP', 'INFP', 'ISTP', 'INFP']"
INTJ,"['INFP', 'INTJ', 'INFJ', 'INFP', 'ISTJ', 'ENFJ', 'INFP', 'INTJ', 'INFJ', 'ISTP', 'INFP', 'ENFP', 'ISTP', 'ENFP', 'INFP', 'INFP']"
INTJ,"['INTP', 'INTP', 'INTP', 'ENFP', 'ISTP', 'ENFP', 'INTJ', 'ISTP', 'INTJ', 'INTP', 'INFJ', 'INTJ', 'ENTP', 'INTP', 'INFJ', 'ISTP', 'INTP', 'INFP', 'INTJ', 'INTP', 'INFJ', 'ISFJ', 'ISTP', 'INTJ', 'INTP', 'INFJ', 'INFP', 'INTP', 'INTJ', 'INTP', 'ISTP', 'INTP', 'INFP', 'INTP', 'ENFP', 'INTP', 'INFJ', 'INTP', 'INTP', 'INTJ', 'INTP', 'INFJ']"
